N,Factor,Is Correct,Is Larger Factor,Num Vars,Num Integer Vars,Num Binary Vars,Num Constraints,Node Count,Simplex Iterations Count,Runtime,Is MIP
1000144,500072,1,1,23,23,11,47,0,0,0.002084732,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000144,500072,1,1,23,23,11,47,0,0,0.002088547,1
1000144,500072,1,1,23,23,11,47,0,0,0,1
1000145,200029,1,1,23,23,11,47,39,93,0.040815353,1
1000145,200029,1,1,23,23,11,47,39,93,0.039716721,1
1000145,200029,1,1,23,23,11,47,39,93,0.037445068,1
1000145,200029,1,1,23,23,11,47,39,93,0.036722183,1
1000145,200029,1,1,23,23,11,47,39,93,0.037158966,1
1000145,200029,1,1,23,23,11,47,39,93,0.033298492,1
1000145,200029,1,1,23,23,11,47,39,93,0.050064087,1
1000145,200029,1,1,23,23,11,47,39,93,0.033081055,1
1000145,200029,1,1,23,23,11,47,39,93,0.031454086,1
1000145,200029,1,1,23,23,11,47,39,93,0.030992508,1
1000146,500073,1,1,23,23,11,47,0,0,0.00103569,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0.008295059,1
1000146,500073,1,1,23,23,11,47,0,0,0.002243042,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000146,500073,1,1,23,23,11,47,0,0,0,1
1000147,111127,0,0,23,23,11,47,39,108,0.033679962,1
1000147,111127,0,0,23,23,11,47,39,108,0.050210953,1
